Rating,Title,Date,Verified Purchase,Body,Helpful Votes
5,"Great companion for an elderly person ... the sound is GREAT
  
",9.Nov.19,Yes,"Great so far (2 weeks). I bought it for my elderly aunt (94 years old) and she loves it since she just talks to it and it turns on the radio and she has someone to talk to in the morning.The only problem is she keeps calling her ""Alexis"" instead of ""Alexa"" ... lol. But she is finally getting the name right. Overall, it works great. She keeps the volume up rather high which is why I bought the Echo instead of the smaller one and the sound is great.We'll see who lasts longer.",7
4,"Beginner
  
",9.Nov.19,Yes,I am still learning to use this. I like it.,1
4,"It does what it_ supposed to do, be an Echo, but wouldn_ give you room filling sound.
  
",9.Nov.19,Yes,It_ fine. It_ an Echo so don_ expect it to be an awesome speaker. It does well what it_ designed to do which is fine. I can tell a little bit of an upgrade from my previous 1st generation as far as the sound however it_ not what I use to give me great room filling sound. I happened to purchase it when trading in my old one and getting an extra few bucks off with that so it seemed like a good deal.,2
5,"Mas o menos
  
",9.Nov.19,Yes,Lo que no me gusto es que aveces enciende la luz y asi pasa bastante tiempo y después se apaga y la luz me incómoda en las noches,0
1,"Billing for individua; songs
  
",9.Nov.19,Yes,My old Echo device would play any song I requested. This EXPENSIVE device asks for $3.95 a month to do the same.Much better sound but that sucked !!!!,0
3,"Could have been better!
  
",9.Nov.19,Yes,Not as nice as normal products. I felt it was not thought out as well . Might been rush in engineering.,0
5,"The sound is amazing
  
",9.Nov.19,Yes,Omg the best so far ...,1
4,"Nice piece of equipment.  Look forward to future upgrades
  
",9.Nov.19,No,Streaming music to multiple rooms/devices is a bit tricky at best.,0
5,"Very happy
  
",9.Nov.19,Yes,"Traded in my 1st gen model for this one.  Nicer styling, sounds fuller, mics pick up my voice better and further.  Even has a audio in/out jack which 1st gen lacked.  Only con is midrange could be stronger, even after equalizing in the Alexa app.  Overall, very satisfied.",0
4,"Great tool for answering questions.
  
",10.Nov.19,Yes,I like the convenience of using it,0
5,"Great addition to your smart devices
  
",10.Nov.19,Yes,I love it!,0
5,"easy to use
  
",10.Nov.19,No,It is going to make me lazy,1
5,"Exquisito
  
",10.Nov.19,Yes,Me agradó excelente,3
5,"Great sound quality
  
",10.Nov.19,Yes,Quality is good but pricey,0
5,"WORTH EVERY CENT!!
  
",10.Nov.19,Yes,"This speaker is amazing , the sound quality is exceptional , setup is easy and quick. I can shower and change music without no touch . Very great to have and price is reasonable .",1
5,"Gift
  
",10.Nov.19,Yes,this was a gift,0
5,"Speaker
  
",10.Nov.19,Yes,Very good,0
5,"What I Think Of My Alexa
  
",11.Nov.19,Yes,Alexa is great. Love it,0
5,"3rd Generation is another winner
  
",11.Nov.19,Yes,Always a fan of the echo family and the sound on this one is wonderful. Great for a room and connected via Bluetooth for computer speaker.,21
5,"Excellent buy
  
",11.Nov.19,Yes,Enjoying the many things the Echo can do.,0
5,"Excellent
  
",11.Nov.19,Yes,Excellent buy,1
5,"Easy to use, even though I'm not very tech savvy
  
",11.Nov.19,Yes,"Haven't used it a lot yet, but so far i've been very happy with it!",0
5,"Alexa for me.
  
",11.Nov.19,Yes,I like everything about the echo. It was a good purchase.,0
5,"Sum up my review. You are lucky I wrote anything at all.
  
",11.Nov.19,Yes,"I like the unit, but I really resent being expected to do anything other than rate it with stars.",1
5,"That Amazon cares about customers
  
",11.Nov.19,Yes,I love it the Price is very affordable all I had to do is plug it in set it up the way I like and that_ it all ________ For me thank you ��,0
5,"Que lo recomiendo es muy fácil para programar
  
",11.Nov.19,Yes,Muy bonito y bien fácil de manejar esta muy Aguayo y toca muy bien,0
5,"Sound quality is very good
  
",11.Nov.19,Yes,My second Alexa.  This is very attractive,0
5,"Fun to interact
  
",11.Nov.19,Yes,Nothing,0
3,"Save it for gen 4!
  
",11.Nov.19,Yes,Overall it's the best in its class persay. But It always seems to go offline and wont play or listen to what i ask. I had way less trouble with second gen... it has a harder time staying in everywhere music mode.. so I would say save your money and advise echo.. to fix the basics before ya out more bells and whistles in something that ain't already working well!!!,5
5,"Easy! Love it!
  
",11.Nov.19,Yes,"So easy to set up. So happy I bought it! Loving the music, etc.",0
5,"Great sound
  
",11.Nov.19,Yes,"This Alexa 3rd Generation sounds good has a deeper bass,I also have 1 2nd Generation a big difference in the sound quality",2
1,"Doesn_ work
  
",11.Nov.19,Yes,This device doesn_ work periodically and will randomly make beep noises.  Reset it and still continues to do the same stuff,3
5,"Amazing!!
  
",11.Nov.19,Yes,"This is my first time purchasing an Echo Alexa of my own. I_e used an Alexa 2nd Gen at my job and it_ pretty nice. I noticed the difference between the 2nd and 3rd Gen is that the 3rd Gen speaker is way louder and clear and I like that. I_ still playing with it and getting used to it but I do LOVE the Twilight Blue. That_ a sexy color to be honest lol. So far, I_ impressed with it.",153
5,"Better with age
  
",11.Nov.19,Yes,"We won this Alexa enabled speaker and we are thrilled by it.  This is our third Alexa enabled speaker but this one takes the cake in regards of sound quality.  It sounds really good, has a decent amount of base and it can pack a punch.  Alexa understands us better than on the older models.  All four thumbs up!",1
5,"Once upon a time...
  
",12.Nov.19,Yes,And the dog goes....MEOW,0
5,"Love it
  
",12.Nov.19,Yes,Daily listening,0
5,"echo
  
",12.Nov.19,Yes,easy to set up great sound,1
3,"Still won't control Smart TV
  
",12.Nov.19,Yes,Echo can't control Sony TV even when alexa says connected to TV Wish Amazon would offer Support for there product's,0
5,"Great home smart speaker
  
",12.Nov.19,Yes,Extremely easy to set up.  Sound quality is great.,1
5,"Love the ease of using Echo.
  
",12.Nov.19,Yes,Got this as a gift so I don_ know how much of a value it is but I like it a lot. Easy to use and so convenient. Just tell Alexa what you want. I had it on shelf with loud deep base music and it fell off. Worked fine after that accident. Lots of music  but you may want to buy Amazon Music Unlimited if you want some music such as Led Zeppelin which is not included in Prime. They do offer a free 30 day trial.,1
5,"I like it!
  
",12.Nov.19,Yes,I like this version better than the other 2 I have. It sounds better and stays connected much better.,0
5,"The sound is unbelievable
  
",12.Nov.19,Yes,Love my Echo #3rd,0
5,"Simply Amazing
  
",12.Nov.19,Yes,Loving this product and everything it can do,0
5,"3rd rd Generation Rocks
  
",12.Nov.19,Yes,Really like sound and size of this new Echo. Easy set up and works like a charm.,0
3,"Glitches consistently with the app and with understanding what you say to it.
  
",12.Nov.19,Yes,"We had a lot of trouble getting her to connect to Spotify and Apple Music instead of Amazon Music. We gave up after a bit and tried again after an update and then it worked. The echo also gives you a lot of ads after using an app, and we have to constantly tell her to stop even though we have tried to set preferences to have that feature off.Also, the app glitches a lot.",1
1,"Echo records EVERYTHING you say in range and stores if on the Amazon cloud.
  
",12.Nov.19,No,"We were early adopters of the Echo device.  We had multiple setup around our house.  Until one day, the device in our living room started playing back previously recorded conversations my wife and I had.  The Echo was not being used when it started playing back our conversations and the conversations that it recorded happened when we were NOT using the device.We removed them all and stopped paying for Amazon Prime music.",6
5,"Works as intended
  
",12.Nov.19,Yes,Works as intended,0
1,"Pandora and Amazon music would not work after three weeks
  
",13.Nov.19,Yes,After three weeks it would not play music from Amazon or Pandora. So I returned it. I wanted to order a new one but I never received the 20% off for pre-ordering and the person I talk to said that promotion was no longer available. Since I never received it to begin withI would_e thought an exception could be made,0
5,"Lo recomiemdo
  
",13.Nov.19,Yes,Buenisima lo recomindo,0
5,"Really great and worth it, needs software update soon
  
",13.Nov.19,Yes,"Since it was brand new there were a few minor glitches, like I would say he name and ask her to do something and she would open the wrong skill, or music overlapping, and shutting down for no reason but after a few minutes she went right back to normal and is amazing to use not matter what.",0
5,"Really good sound
  
",13.Nov.19,Yes,These are much better than the echo dotGreat sound and easy to connect. This also has a much better sound than the Google Home which is one of the reasons I purchased it. Find music and Apple Music are skills and are easily used,0
